City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,albany,42.6001,-73.9662,72.54,80,76,1.01,US,1667767199
1,ilulissat,69.2167,-51.1,-0.56,94,40,6.89,GL,1667767396
2,qaanaaq,77.484,-69.3632,2.53,91,100,2.86,GL,1667767396
3,tuktoyaktuk,69.4541,-133.0374,6.8,85,100,10.36,CA,1667767397
4,jamestown,42.097,-79.2353,71.24,60,75,13.8,US,1667767301
5,salina cruz,16.1667,-95.2,88.14,61,28,5.93,MX,1667767365
6,matara,5.9485,80.5353,75.18,89,65,2.15,LK,1667767397
7,sampit,-2.5333,112.95,73.29,97,100,4.25,ID,1667767398
8,new norfolk,-42.7826,147.0587,53.71,67,27,2.57,AU,1667767398
9,kununurra,-15.7667,128.7333,76.98,78,11,0.0,AU,1667767398
10,iqaluit,63.7506,-68.5145,11.93,67,20,6.91,CA,1667767399
11,ushuaia,-54.8,-68.3,49.62,81,75,8.05,AR,1667767338
12,luorong,24.4058,109.6086,63.09,84,0,1.95,CN,1667767399
13,chuy,-33.6971,-53.4616,63.48,72,15,11.45,UY,1667767400
14,lasa,46.6166,10.7002,45.48,59,95,2.17,IT,1667767400
15,bosaso,11.2842,49.1816,79.0,78,14,1.12,SO,1667767400
16,saskylakh,71.9167,114.0833,-24.34,100,48,2.75,RU,1667767401
17,macon,39.8667,-88.9668,66.87,48,0,16.11,US,1667767401
18,ahipara,-35.1667,173.1667,63.48,61,42,13.27,NZ,1667767401
19,marechal candido rondon,-24.5561,-54.0567,69.33,63,80,3.87,BR,1667767402
20,busselton,-33.65,115.3333,56.48,84,79,10.09,AU,1667767402
21,khatanga,71.9667,102.5,-17.16,98,39,5.3,RU,1667767403
22,namibe,-15.1961,12.1522,69.44,67,0,7.38,AO,1667767403
23,barra do garcas,-15.89,-52.2567,93.78,29,20,4.61,BR,1667767403
24,bluff,-46.6,168.3333,53.96,62,19,13.62,NZ,1667767404
25,sao filipe,14.8961,-24.4956,79.09,68,0,6.02,CV,1667767404
26,tilichiki,60.4667,166.1,17.42,96,81,7.65,RU,1667767404
27,kodiak,57.79,-152.4072,35.11,38,0,6.91,US,1667767405
28,ayolas,-27.4,-56.9,80.4,43,6,4.99,PY,1667767405
29,rikitea,-23.1203,-134.9692,71.87,73,56,13.78,PF,1667767405
30,hithadhoo,-0.6,73.0833,81.37,76,86,11.03,MV,1667767406
31,longyearbyen,78.2186,15.6401,31.84,74,75,13.8,SJ,1667767406
32,cape town,-33.9258,18.4232,66.09,69,0,10.36,ZA,1667767347
33,kavaratti,10.5669,72.642,81.48,75,0,6.11,IN,1667767406
34,grand gaube,-20.0064,57.6608,73.8,74,84,3.0,MU,1667767407
35,hearst,49.6835,-83.6665,34.05,97,100,6.42,CA,1667767407
36,horn lake,34.9554,-90.0348,73.87,74,40,8.05,US,1667767408
37,poya,-21.35,165.15,80.13,74,8,6.78,NC,1667767408
38,arica,-18.475,-70.3042,74.75,63,0,11.5,CL,1667767402
39,murgab,37.4966,61.9714,58.87,67,75,11.5,TM,1667767408
40,hermanus,-34.4187,19.2345,69.8,81,100,10.76,ZA,1667767409
41,ailigandi,9.2333,-78.0167,81.55,75,100,12.97,PA,1667767409
42,makakilo city,21.3469,-158.0858,83.44,61,0,18.41,US,1667767410
43,luderitz,-26.6481,15.1594,64.87,74,93,6.11,NA,1667767410
44,tjaereborg,55.4646,8.5797,50.65,90,100,21.85,DK,1667767410
45,muramvya,-3.2682,29.6079,57.13,91,96,1.23,BI,1667767411
46,arman,59.7,150.1667,25.02,77,100,11.48,RU,1667767411
47,sao joao da barra,-21.6403,-41.0511,75.29,69,0,11.72,BR,1667767412
48,port alfred,-33.5906,26.891,66.18,86,26,8.01,ZA,1667767412
49,turka,49.1541,23.0297,42.96,96,77,3.38,UA,1667767412
50,chokurdakh,70.6333,147.9167,4.68,93,100,16.98,RU,1667767413
51,fairview,40.8126,-73.999,74.46,76,100,9.22,US,1667767413
52,abu dhabi,24.4667,54.3667,82.51,69,0,0.0,AE,1667767413
53,beringovskiy,63.05,179.3167,28.65,95,100,4.43,RU,1667767414
54,marzuq,14.4,46.4667,66.11,75,0,4.7,YE,1667767414
55,hobart,-42.8794,147.3294,54.05,93,24,2.75,AU,1667767130
56,punta arenas,-53.15,-70.9167,62.71,45,0,18.41,CL,1667767414
57,georgetown,5.4112,100.3354,81.23,93,20,2.3,MY,1667767236
58,lianyuan,27.6883,111.6642,59.56,69,0,1.12,CN,1667767415
59,castro,-24.7911,-50.0119,56.62,76,94,3.78,BR,1667767415
60,bredasdorp,-34.5322,20.0403,64.74,89,100,4.7,ZA,1667767416
61,hambantota,6.1241,81.1185,75.99,84,68,9.62,LK,1667767416
62,imeni poliny osipenko,52.4201,136.4853,17.44,80,68,4.59,RU,1667767416
63,harlingen,26.1906,-97.6961,92.05,72,40,14.97,US,1667766625
64,roma,43.2128,-75.4557,75.96,57,20,14.97,US,1667767417
65,chemin grenier,-20.4872,57.4656,72.99,77,85,8.48,MU,1667767417
66,barstow,34.8986,-117.0228,74.39,35,2,19.06,US,1667767327
67,fortuna,40.5982,-124.1573,56.93,81,100,8.01,US,1667767418
68,lagoa,39.05,-27.9833,64.26,77,46,24.25,PT,1667767418
69,bambous virieux,-20.3428,57.7575,73.65,73,40,8.05,MU,1667767419
70,bathsheba,13.2167,-59.5167,83.01,83,75,13.8,BB,1667767419
71,carnarvon,-24.8667,113.6333,66.51,75,100,17.07,AU,1667767419
72,butaritari,3.0707,172.7902,78.98,75,43,6.08,KI,1667767420
73,caicedo,6.4051,-75.9826,74.07,88,95,2.98,CO,1667767420
74,ponta do sol,32.6667,-17.1,70.72,89,72,4.27,PT,1667767420
75,kenai,60.5544,-151.2583,19.15,80,0,3.44,US,1667767421
76,tura,25.5198,90.2201,65.53,89,0,2.84,IN,1667767211
77,ponta delgada,37.7333,-25.6667,65.12,72,20,9.22,PT,1667767421
78,mount gambier,-37.8333,140.7667,58.19,79,7,4.0,AU,1667767421
79,mar del plata,-38.0023,-57.5575,74.82,81,0,28.01,AR,1667767422
80,prince rupert,54.3161,-130.3201,35.69,35,0,18.41,CA,1667767422
81,vaini,-21.2,-175.2,78.96,69,20,5.75,TO,1667767423
82,puerto ayora,-0.7393,-90.3518,75.16,69,91,12.03,EC,1667767423
83,kudahuvadhoo,2.6708,72.8944,80.85,79,38,13.27,MV,1667767423
84,avarua,-21.2078,-159.775,78.85,57,20,6.91,CK,1667767424
85,kieta,-6.2167,155.6333,79.02,87,98,6.29,PG,1667767424
86,hilo,19.7297,-155.09,80.62,88,100,4.61,US,1667767343
87,guerrero negro,27.9769,-114.0611,70.68,55,0,11.34,MX,1667767226
88,anshun,26.25,105.9333,51.6,94,1,2.68,CN,1667767425
89,hualmay,-11.0964,-77.6139,67.5,70,28,9.75,PE,1667767425
90,mataura,-46.1927,168.8643,57.74,48,2,5.14,NZ,1667767425
91,kapaa,22.0752,-159.319,83.12,75,40,11.5,US,1667767426
92,atuona,-9.8,-139.0333,76.84,69,53,11.63,PF,1667767426
93,arraial do cabo,-22.9661,-42.0278,73.36,64,20,13.8,BR,1667767427
94,oktyabrskiy,54.4815,53.471,18.39,97,53,3.42,RU,1667767427
95,samarai,-10.6167,150.6667,82.31,75,95,5.21,PG,1667767427
96,nioro,13.35,-15.75,79.68,45,39,4.68,GM,1667767428
97,port elizabeth,-33.918,25.5701,70.11,86,0,16.11,ZA,1667767172
98,codrington,-38.2667,141.9667,57.85,80,3,2.35,AU,1667767428
99,tabuleiro do norte,-5.2467,-38.1306,83.14,62,100,11.12,BR,1667767429
100,carlagan,14.975,122.0456,78.62,88,99,7.92,PH,1667767429
101,ugoofaaru,5.6667,73.0,80.67,74,91,5.37,MV,1667767429
102,ossora,59.2353,163.0719,28.98,84,100,6.62,RU,1667767430
103,hami,42.8,93.45,45.45,27,82,3.78,CN,1667767430
104,tuatapere,-46.1333,167.6833,57.07,58,23,7.36,NZ,1667767430
105,vila velha,-20.3297,-40.2925,75.15,77,20,10.36,BR,1667767431
106,prado,-17.3411,-39.2208,72.19,70,75,10.49,BR,1667767431
107,palasa,18.7667,84.4167,70.12,84,2,3.91,IN,1667767431
108,kontagora,10.3999,5.4695,74.26,28,56,4.27,NG,1667767432
109,hasaki,35.7333,140.8333,49.21,54,100,8.75,JP,1667767432
110,brae,60.3964,-1.353,49.91,82,99,18.45,GB,1667767432
111,groves,29.9483,-93.9171,86.07,68,40,14.97,US,1667767433
112,chibombo,-14.6569,28.0706,69.6,74,68,2.71,ZM,1667767433
113,marsabit,2.3284,37.9899,70.23,60,92,10.96,KE,1667767433
114,gravdal,68.1214,13.5031,40.06,67,46,20.83,NO,1667767434
115,touros,-5.1989,-35.4608,78.93,74,85,11.61,BR,1667767229
116,erdaojiang,41.7764,126.0319,38.17,97,100,3.09,CN,1667767434
117,liancheng,24.0519,105.075,52.54,95,0,1.97,CN,1667767435
118,husavik,66.0449,-17.3389,38.61,86,100,7.7,IS,1667767435
119,poso,-1.3959,120.7524,76.91,82,80,4.12,ID,1667767435
120,namatanai,-3.6667,152.4333,81.46,79,97,4.18,PG,1667767436
121,seymchan,62.8833,152.4333,-13.05,100,99,1.59,RU,1667767436
122,hun,29.1268,15.9477,62.58,37,0,5.79,LY,1667767436
123,verkhnyaya inta,65.9811,60.3094,28.87,96,100,6.26,RU,1667767437
124,praya,14.9215,-23.5087,79.34,69,0,11.5,CV,1667767437
125,piranhas,-16.4269,-51.8222,88.09,26,62,5.3,BR,1667767437
126,pacific grove,36.6177,-121.9166,63.21,68,0,10.36,US,1667767438
127,barreirinha,-2.7933,-57.07,85.96,59,90,3.51,BR,1667767438
128,cidreira,-30.1811,-50.2056,63.73,79,2,14.63,BR,1667767439
129,joensuu,62.6012,29.7632,39.69,100,100,8.05,FI,1667767439
130,esperance,-33.8667,121.9,57.04,88,100,14.12,AU,1667767439
131,katsuura,35.1333,140.3,61.74,58,100,7.49,JP,1667767440
132,maumere,-8.6199,122.2111,80.2,80,100,3.56,ID,1667767440
133,airai,-8.9266,125.4092,59.88,75,96,2.62,TL,1667767440
134,yazd,31.8972,54.3675,55.51,33,0,4.61,IR,1667767441
135,pauini,-7.7136,-66.9764,95.79,23,12,2.01,BR,1667767441
136,provideniya,64.3833,-173.3,33.91,100,100,8.99,RU,1667767441
137,bethel,41.3712,-73.414,72.01,81,100,1.01,US,1667767442
138,muromtsevo,56.3724,75.2418,27.55,94,97,7.85,RU,1667767442
139,norman wells,65.282,-126.8329,8.64,78,75,18.41,CA,1667767342
140,vester hassing,57.0677,10.1256,49.87,95,100,13.8,DK,1667767443
141,brownsville,25.9018,-97.4975,91.4,69,20,11.5,US,1667767443
142,east london,-33.0153,27.9116,67.42,76,71,16.87,ZA,1667767444
143,alofi,-19.0595,-169.9187,78.69,61,40,13.38,NU,1667767444
144,la ronge,55.1001,-105.2842,17.85,67,100,16.11,CA,1667767444
145,chernyshevskiy,63.0128,112.4714,12.11,95,100,2.17,RU,1667767445
146,vostok,46.4856,135.8833,20.98,68,3,5.01,RU,1667767445
147,mongoumba,3.6415,18.5936,72.99,88,100,2.46,CF,1667767446
148,zharkent,44.1628,80.0,47.53,69,100,2.06,KZ,1667767278
149,izhma,65.0083,53.9113,30.25,92,100,6.24,RU,1667767446
150,sur,22.5667,59.5289,79.88,67,88,7.72,OM,1667767292
151,dahanu,19.9667,72.7333,75.63,55,8,4.09,IN,1667767447
152,faanui,-16.4833,-151.75,78.37,83,100,22.75,PF,1667767447
153,caravelas,-17.7125,-39.2481,72.73,67,99,9.84,BR,1667767447
154,shimoda,34.6667,138.95,55.11,69,100,9.26,JP,1667767448
155,coihaique,-45.5752,-72.0662,59.61,49,100,8.08,CL,1667767448
156,taseyevo,57.2169,94.8978,31.57,72,68,12.48,RU,1667767448
157,karachi,24.9056,67.0822,75.02,78,99,5.75,PK,1667767449
158,hovd,48.0056,91.6419,30.92,66,100,4.61,MN,1667767449
159,barrow,71.2906,-156.7887,15.82,79,100,23.02,US,1667767450
160,waipawa,-41.4122,175.5153,59.79,61,3,6.17,NZ,1667767450
161,imbituba,-28.24,-48.6703,63.36,80,99,7.47,BR,1667767450
162,huarmey,-10.0681,-78.1522,68.95,72,15,10.85,PE,1667767451
163,sobolevo,54.4299,31.8996,34.77,97,100,9.4,RU,1667767451
164,padang,-0.9492,100.3543,75.25,87,100,3.38,ID,1667767335
165,bexhill,-28.7667,153.35,56.64,99,100,3.44,AU,1667767452
166,rajgarh,28.6333,75.3833,75.94,24,89,5.23,IN,1667767452
167,fukuchiyama,35.3,135.1167,47.05,77,100,0.63,JP,1667767452
168,vardo,70.3705,31.1107,35.58,80,75,10.36,NO,1667767453
169,yellowknife,62.456,-114.3525,1.92,71,40,11.5,CA,1667767453
170,orange cove,36.6244,-119.3137,71.62,42,100,0.0,US,1667767453
171,mount isa,-20.7333,139.5,73.17,68,6,8.05,AU,1667767454
172,huangmei,30.1924,116.025,56.23,83,0,1.45,CN,1667767455
173,sitka,57.0531,-135.33,33.69,32,0,10.36,US,1667767455
174,rabak,13.1809,32.74,84.45,25,7,9.44,SD,1667767455
175,viedma,-40.8135,-62.9967,87.51,16,22,19.3,AR,1667767226
176,embu,-23.6489,-46.8522,63.82,80,77,9.86,BR,1667767399
177,anakapalle,17.6833,83.0167,71.55,85,1,2.98,IN,1667767456
178,kungurtug,50.5994,97.5228,20.17,79,94,1.54,RU,1667767457
179,nikolskoye,59.7035,30.7861,39.09,97,100,7.87,RU,1667767457
180,verkhoyansk,67.5447,133.385,-2.02,98,100,4.59,RU,1667767457
181,bengkulu,-3.8004,102.2655,75.9,86,100,5.03,ID,1667767458
182,sandnessjoen,66.0217,12.6316,40.64,92,100,1.01,NO,1667767458
183,vilyuysk,63.7553,121.6247,-23.4,99,8,2.89,RU,1667767459
184,whitehorse,60.7161,-135.0538,5.77,55,75,11.5,CA,1667767459
185,uruzgan,32.8333,66.0,43.77,65,0,3.42,AF,1667767459
186,saint-philippe,-21.3585,55.7679,72.99,86,64,8.79,RE,1667767460
187,geraldton,-28.7667,114.6,64.81,68,100,11.5,AU,1667767460
188,lebu,-37.6167,-73.65,56.05,72,28,12.46,CL,1667767461
189,shenzhen,22.5455,114.0683,70.14,97,96,4.63,CN,1667767461
190,edgewater,28.9889,-80.9023,86.13,78,40,11.5,US,1667767394
191,san patricio,28.017,-97.5169,87.66,66,93,10.31,US,1667767461
192,iwanai,42.9744,140.5089,37.35,73,64,1.52,JP,1667767462
193,mackay,-21.15,149.2,72.68,63,89,16.82,AU,1667767462
194,tigil,57.8,158.6667,5.25,93,39,3.22,RU,1667767463
195,llangefni,53.2556,-4.3106,53.73,79,75,25.32,GB,1667767463
196,tromso,69.6496,18.957,35.38,75,75,2.3,NO,1667767463
197,nadym,65.5333,72.5167,12.97,94,97,6.04,RU,1667767464
198,ostrovnoy,68.0531,39.5131,32.81,95,100,16.51,RU,1667767464
199,leshukonskoye,64.8989,45.7622,27.21,88,97,8.41,RU,1667767464
200,saint-georges,12.0564,-61.7485,85.68,74,20,17.27,GD,1667767465
201,coquimbo,-29.9533,-71.3436,64.13,67,20,14.97,CL,1667767456
202,santo antonio do ica,-3.1022,-67.9397,81.61,71,95,1.7,BR,1667767465
203,tay ninh,11.3,106.1,73.87,92,100,5.03,VN,1667767466
204,san quintin,30.4833,-115.95,66.97,65,5,11.36,MX,1667767466
205,ostersund,63.1792,14.6357,38.61,100,75,5.01,SE,1667767466
206,fairbanks,64.8378,-147.7164,9.23,83,0,0.0,US,1667767248
207,lingyuan,41.24,119.4011,37.44,46,1,6.06,CN,1667767467
208,aksarka,66.5606,67.7975,14.7,93,41,3.65,RU,1667767467
209,aswan,24.0934,32.907,72.7,28,0,5.75,EG,1667767467
210,tiksi,71.6872,128.8694,1.72,92,100,22.06,RU,1667767468
211,tasiilaq,65.6145,-37.6368,30.36,82,84,5.14,GL,1667767468
212,banda aceh,5.5577,95.3222,77.85,80,100,4.61,ID,1667767469
